"","query","pre_id","weight","n","type","xyz"
"1","720575940615096891","720575940626248522",634,1,NA,NA
"2","720575940624171838","720575940611072995",545,1,NA,NA
"3","720575940615096891","720575940637785507",534,1,"M_l2PNl20","(116346.89, 66924.05, 2106)"
"4","720575940624171838","720575940603948478",443,1,"M_l2PNl20_L","146467, 68204, 1792"
"5","720575940624171838","720575940650774913",254,1,NA,NA
"6","720575940615096891","720575940604860802",243,1,NA,NA
"7","720575940624171838","720575940626248522",207,1,NA,NA
"8","720575940615096891","720575940611072995",175,1,NA,NA
"9","720575940615096891","720575940626116880",166,1,"M_l2PNl21","(117496.6325, 66331.25, 2228)"
"10","720575940624171838","720575940630178351",148,1,NA,NA
"11","720575940624171838","720575940637785507",127,1,"M_l2PNl20","(116346.89, 66924.05, 2106)"
"12","720575940615096891","720575940603948478",92,1,"M_l2PNl20_L","146467, 68204, 1792"
"13","720575940615096891","720575940631708641",77,1,"LAL174","(138241, 55959.25, 2014.925)"
"14","720575940624171838","720575940611751149",77,1,NA,NA
"15","720575940615096891","720575940625930728",69,1,"v2LN37","(110621.125, 67560.8825, 1774)"
"16","720575940615096891","720575940644439331",68,1,"mALB1_L","101141, 38759, 3833"
"17","720575940624171838","720575940613406786",68,1,"mALB1","(163131.725, 40543.255, 3267)"
"18","720575940615096891","720575940631190498",66,1,NA,NA
"19","720575940624171838","720575940650871937",66,1,NA,NA
"20","720575940615096891","720575940643267950",59,1,"M_vPNml50","(118190.445, 60474.0475, 1683)"
"21","720575940615096891","720575940623967162",56,1,"mALD1","(102170.5075, 36232.225, 2673)"
"22","720575940615096891","720575940619066945",55,1,"LAL173","(136376.75, 56301.5, 2085.425)"
"23","720575940624171838","720575940612091857",55,1,"ALBN1","(124660.585, 54465.9225, 2094)"
"24","720575940624171838","720575940631794969",53,1,NA,NA
"25","720575940624171838","720575940620921293",48,1,NA,NA
"26","720575940624171838","720575940627701370",48,1,NA,NA
"27","720575940624171838","720575940623727141",46,1,NA,NA
"28","720575940615096891","720575940643268206",43,1,"M_vPNml50","(119828.6, 60110.2925, 1919)"
"29","720575940615096891","720575940623903434",39,1,NA,NA
"30","720575940615096891","720575940620542166",37,1,"ALBN1_L","136187, 57831, 2058"
"31","720575940624171838","720575940624159746",34,1,NA,NA
"32","720575940615096891","720575940608677934",33,1,"lLN2T_d","(110260.6175, 61472.005, 1541)"
"33","720575940615096891","720575940610116581",33,1,NA,NA
"34","720575940615096891","720575940614604091",32,1,"VP4+VL1_l2PN","(120946.18, 60940.45, 2194)"
"35","720575940624171838","720575940619960745",32,1,NA,NA
"36","720575940624171838","720575940622459891",32,1,"v2LN4","(109837.445, 67010.735, 1774)"
"37","720575940615096891","720575940617441752",31,1,NA,NA
"38","720575940624171838","720575940607328707",31,1,NA,NA
"39","720575940615096891","720575940612963178",30,1,NA,NA
"40","720575940624171838","720575940627993143",29,1,NA,NA
"41","720575940615096891","720575940628735183",28,1,NA,NA
"42","720575940624171838","720575940609910707",25,1,NA,NA
"43","720575940615096891","720575940612153086",24,1,NA,NA
"44","720575940624171838","720575940634087387",24,1,NA,NA
"45","720575940624171838","720575940611933905",23,1,"M_vPNml50_L","156437, 46637, 2817"
"46","720575940624171838","720575940621128426",23,1,NA,NA
"47","720575940615096891","720575940625031557",21,1,NA,NA
"48","720575940615096891","720575940625542929",21,1,"lLN2F_b","(115253.65, 57891.585, 1438)"
"49","720575940624171838","720575940631472339",21,1,NA,NA
"50","720575940615096891","720575940618032688",20,1,NA,NA
"51","720575940615096891","720575940633934191",20,1,NA,NA
"52","720575940615096891","720575940638196688",20,1,"WEDPN6A","(96310.75, 50027.0425, 4671)"
"53","720575940615096891","720575940607023217",19,1,NA,NA
"54","720575940624171838","720575940625557135",19,1,NA,NA
"55","720575940615096891","720575940621432298",18,1,NA,NA
"56","720575940624171838","720575940620035564",17,1,NA,NA
"57","720575940615096891","720575940612346885",16,1,NA,NA
"58","720575940615096891","720575940616066633",16,1,NA,NA
"59","720575940624171838","720575940631539993",16,1,"M_vPNml50_L","157220, 46897, 2817"
"60","720575940615096891","720575940611388141",15,1,NA,NA
"61","720575940615096891","720575940619177398",15,1,"lLN2P_a","(112861, 57440.75, 1405)"
"62","720575940615096891","720575940622575949",14,1,"LHPV2f3","(98158.75, 40843.5075, 4695)"
"63","720575940624171838","720575940613688507",14,1,NA,NA
"64","720575940624171838","720575940620026700",14,1,NA,NA
"65","720575940615096891","720575940618152767",13,1,NA,NA
"66","720575940615096891","720575940621101252",13,1,"mALB3","(122639.5, 63448.75, 2347)"
"67","720575940615096891","720575940625602888",13,1,NA,NA
"68","720575940624171838","720575940621228092",13,1,NA,NA
"69","720575940615096891","720575940610106610",12,1,NA,NA
"70","720575940615096891","720575940617034793",12,1,NA,NA
"71","720575940615096891","720575940619965466",12,1,"CRE011","(113856.25, 57428, 2917)"
"72","720575940615096891","720575940624449794",12,1,"DP1m_adPN","(100247.975, 33377.4, 4681)"
"73","720575940624171838","720575940608156718",12,1,NA,NA
"74","720575940615096891","720575940613808326",11,1,"AN","(130872, 81209, 5798)"
"75","720575940615096891","720575940615889225",11,1,NA,NA
"76","720575940624171838","720575940609914035",11,1,NA,NA
"77","720575940624171838","720575940624239768",11,1,NA,NA
"78","720575940624171838","720575940627895287",11,1,NA,NA
"79","720575940615096891","720575940613977030",10,1,NA,NA
"80","720575940615096891","720575940614450717",10,1,NA,NA
"81","720575940615096891","720575940618980262",10,1,"M_spPN5t10","(125306.5, 58029.5, 3251)"
"82","720575940615096891","720575940620284374",10,1,"PLP077","(140703, 60749.5, 2729)"
"83","720575940615096891","720575940630065768",10,1,"OA-VUMa2","(132230.5, 72240.75, 4239)"
"84","720575940624171838","720575940609120354",10,1,"LHCENT8#1","172642, 50123, 3477"
"85","720575940624171838","720575940625602888",10,1,NA,NA
"86","720575940615096891","720575940612834922",9,1,NA,NA
"87","720575940615096891","720575940613948864",9,1,NA,NA
"88","720575940615096891","720575940618008144",9,1,NA,NA
"89","720575940615096891","720575940628805463",9,1,"lLN2R_a","(121619, 61847.75, 1494)"
"90","720575940615096891","720575940633301240",9,1,"M_l2PNm17","(115285.5, 66391.415, 2136)"
"91","720575940624171838","720575940602630828",9,1,NA,NA
"92","720575940624171838","720575940612728571",9,1,NA,NA
"93","720575940624171838","720575940617853013",9,1,NA,NA
"94","720575940624171838","720575940620542166",9,1,"ALBN1_L","136187, 57831, 2058"
